area_m2,quartos,banheiros,vagas,idade_anos,preco
129,3,3,2,31,825742.83
173,1,1,0,6,1006147.56
68,1,1,4,0,467789.09
126,3,3,2,15,760170.49
84,3,4,2,31,486391.25
179,2,3,2,20,1091552.47
43,2,2,1,22,311615.78
92,3,3,2,15,643954.54
138,1,1,1,13,679539.16
198,4,4,3,0,1406779.26
116,1,1,0,0,601461.16
92,2,1,1,16,590452.58
214,2,2,1,28,1230502.5
47,3,3,1,18,372271.25
40,2,2,1,21,296940.51
142,2,3,1,30,773398.29
94,5,4,3,18,814468.38
68,3,4,1,13,506010.06
155,1,1,1,6,778068.33
132,3,3,1,35,753617.68
91,4,4,1,20,636468.29
55,2,2,1,5,431409.33
163,1,1,2,3,880733.96
152,3,3,0,27,836877.15
115,3,3,1,4,740385.31
212,3,3,1,33,1421327.59
66,1,2,1,0,396272.34
43,2,2,1,29,318891.3
85,3,3,2,19,559911.81
117,2,2,1,16,677935.59
132,3,3,1,13,940282.17
107,3,3,2,33,659961.39
137,2,2,1,22,834515.52
57,4,3,2,5,510250.07
192,4,3,1,0,1041437.8
115,3,3,1,16,614557.66
175,1,1,2,14,1032642.53
137,2,3,1,0,762619.11
142,3,3,3,14,805317.92
148,2,2,1,9,932223.1
142,5,5,2,15,865635.22
152,2,2,3,22,874401.1
186,3,3,2,29,1240743.27
129,2,1,2,24,645212.55
155,3,3,2,7,854072.51
115,2,3,1,18,672330.46
192,3,3,1,15,1086213.24
86,2,2,0,1,509282.46
210,4,4,0,18,1136856.41
117,1,2,2,33,745892.1
48,4,4,0,15,416073.35
126,4,4,0,0,858387.07
85,2,3,2,15,561269.98
162,3,3,0,2,984276.45
87,1,1,1,23,537853.38
97,5,5,1,20,639605.77
40,3,3,1,13,357926.0
97,2,2,2,11,652940.17
40,2,2,1,12,356176.06
40,1,1,1,15,320743.18
158,5,5,2,7,1040281.6
159,1,1,1,1,974889.91
141,3,3,2,26,669214.97
71,3,2,3,11,633476.91
117,4,5,1,16,735646.79
119,2,2,1,17,690911.75
62,3,4,0,18,468985.63
195,3,3,2,3,1141315.79
163,3,3,0,0,985244.78
108,1,1,1,9,706075.17
121,2,2,2,18,705623.02
130,2,2,1,7,707154.2
40,3,3,1,11,404784.76
107,2,3,2,36,673223.17
85,3,3,1,0,686498.58
69,2,2,2,7,517974.3
105,4,5,2,33,635266.89
209,4,5,0,14,1330312.93
152,3,4,3,7,925429.93
91,2,2,1,26,551327.59
148,2,2,4,15,931821.42
189,1,1,0,11,882339.82
166,2,2,1,16,879811.63
122,3,3,0,8,885840.48
87,3,3,0,4,595136.99
154,4,4,2,13,956866.72
139,2,2,2,4,960681.19
164,3,3,2,15,951355.9
151,3,3,1,18,891432.36
172,3,3,1,23,1074407.54
93,2,3,2,26,572053.21
185,3,3,1,10,1015500.61
129,3,3,2,19,656989.14
223,3,2,2,19,1247470.56
85,4,4,0,18,543498.85
206,2,2,2,10,1204082.86
129,1,2,2,4,731444.61
87,3,3,2,20,691858.5
95,3,3,0,0,576695.5
103,2,2,1,12,702816.7
141,3,3,1,0,890382.71
146,5,5,1,1,1031008.85
91,4,4,1,6,689852.7
118,2,2,2,25,577835.16
227,4,4,2,21,1430176.99
206,3,3,1,9,1185105.83
141,3,3,1,22,765682.6
121,3,3,3,23,840302.15
126,4,3,0,13,893367.39
150,3,3,2,1,733880.09
68,2,2,4,12,518825.39
107,3,4,2,14,642841.84
40,3,3,4,2,454595.49
139,2,2,2,18,796691.34
152,4,5,1,17,908250.49
95,3,2,1,19,634679.07
198,3,3,1,17,1282999.81
58,1,1,0,22,414813.68
46,3,3,2,13,372098.14
131,2,3,1,17,665950.2
172,1,1,2,11,1001379.18
204,3,2,1,9,1329207.66
97,3,3,1,28,652903.36
173,3,3,4,0,1263928.69
118,1,2,1,23,658404.89
111,3,3,2,8,692498.38
164,2,2,2,7,968360.86
152,5,5,1,17,948730.07
41,3,3,1,0,394892.82
193,3,3,1,6,1213356.68
189,2,2,2,6,1177057.51
88,1,1,2,12,558935.06
139,5,5,1,6,944210.52
144,2,3,2,31,891790.14
133,3,3,1,32,663410.03
92,3,3,2,0,655865.45
86,1,2,3,20,587455.97
118,4,4,3,23,844657.06
178,3,4,2,20,1052569.52
147,2,3,1,8,903160.79
101,1,1,4,12,641109.35
158,2,2,1,7,997135.93
40,4,4,2,10,420346.25
177,3,3,0,2,1049500.9
40,2,2,4,13,378151.57
101,1,1,2,0,660439.72
64,3,3,2,12,495051.46
55,3,3,0,2,401192.69
178,3,3,2,17,1044742.7
96,2,3,2,8,664856.74
137,2,1,2,17,829558.01
117,3,2,1,25,729869.9
143,5,5,1,30,916736.29
123,2,3,0,0,811549.17
55,3,4,1,6,495659.7
169,3,3,1,11,1057397.33
95,3,4,1,19,601821.96
42,2,2,0,0,302067.17
98,4,5,1,5,671930.59
195,3,3,0,16,1278859.55
162,3,3,3,15,1050655.4
102,2,2,1,18,723131.28
102,2,2,1,19,610571.82
103,1,1,1,18,575825.4
223,3,3,2,16,1359895.25
139,2,3,3,15,885918.77
141,3,3,0,21,777222.42
171,2,2,1,0,899011.22
131,3,3,4,30,899692.49
107,3,3,1,0,764496.4
110,2,3,0,4,811811.38
116,2,2,0,12,658336.62
118,2,2,0,21,659357.86
156,3,3,4,0,971142.21
122,3,3,1,14,827354.17
156,2,3,3,22,1030047.43
115,3,2,4,24,724349.44
123,2,3,1,8,698651.59
40,2,2,0,11,326627.06
165,1,1,0,8,925528.81
137,4,5,1,11,942406.27
169,2,2,1,4,905214.68
40,2,2,2,6,289775.67
224,2,2,1,19,1229928.7
113,2,2,3,16,787045.92
175,3,4,1,19,1205704.5
68,1,1,2,17,414743.62
150,2,3,3,22,1107598.16
67,3,3,0,23,485738.63
88,2,2,1,0,510920.51
215,3,2,0,6,1287677.35
110,3,3,0,12,734484.03
130,2,3,1,14,627843.91
163,3,3,1,8,1023164.08
144,2,2,1,24,895836.69
127,3,4,4,34,881250.67
138,3,3,0,16,816946.15
240,2,1,1,15,1437336.76
117,3,4,0,23,707166.58
130,4,4,1,0,774562.98
172,5,5,1,15,1018235.45
175,3,3,3,24,1043039.6
179,3,3,1,8,1062560.76
151,2,2,0,2,833156.6
62,2,2,1,13,395914.84
201,3,3,0,14,1212473.45
62,2,2,1,5,450471.49
135,4,5,2,35,820508.85
82,2,2,0,10,535858.67
116,2,2,1,3,684742.51
136,2,2,2,14,813081.57
136,4,4,1,24,915224.99
141,3,3,0,15,797049.35
200,3,3,4,19,1111462.97
142,2,2,1,6,826293.4
107,4,4,2,29,633891.57
168,1,1,1,20,889801.75
179,4,4,1,25,1038645.81
58,3,3,1,18,347657.98
149,2,2,1,23,881392.16
155,3,3,0,6,907539.42
105,3,3,1,10,744295.17
188,1,1,3,28,1086415.05
112,4,4,2,30,778253.78
126,3,2,0,3,838377.97
111,2,3,1,17,672339.86
120,2,3,3,10,804946.99
65,3,3,2,8,435310.04
47,3,2,0,17,384157.48
199,3,3,3,26,1182059.67
77,3,3,1,19,484138.63
70,3,3,1,11,533296.02
40,5,4,1,20,326118.91
88,3,3,3,11,640714.12
53,4,4,3,19,548668.09
202,2,3,3,28,1154118.77
170,2,2,0,0,914289.26
85,2,2,3,22,577124.45
232,3,3,0,0,1210973.77
169,4,3,1,27,1051423.46
103,1,2,1,8,611924.51
40,1,1,1,2,290529.57
234,4,4,2,21,1462377.98
50,2,2,1,18,358403.25
40,3,4,3,5,470893.06
171,3,4,1,2,1032680.81
241,4,3,1,13,1371800.84
189,2,2,3,2,1199809.36
148,2,2,0,4,888062.28
149,3,3,2,16,920896.6
162,4,5,2,5,1126745.03
157,3,3,1,19,928751.67
134,2,3,2,29,861872.33
125,3,3,0,13,846114.72
116,4,5,3,16,885410.94
82,4,4,0,35,514740.51
105,5,5,1,3,752543.0
40,1,1,0,26,270380.69
115,2,2,1,25,591927.62
70,3,3,2,23,484806.18
64,4,4,3,27,539286.08
128,2,2,2,17,711583.72
189,2,3,1,9,1157021.49
165,3,3,3,25,1058474.2
41,1,1,1,26,250868.68
70,2,1,1,26,451878.09
167,3,4,1,15,984858.38
70,3,3,1,7,473215.67
108,3,3,2,16,661019.54
147,2,1,0,24,832046.81
71,3,3,1,25,524121.39
125,3,2,2,10,749625.66
53,3,2,3,18,483166.11
89,3,3,3,1,769990.32
135,2,2,1,24,696050.74
40,1,1,2,7,313164.12
142,2,2,1,22,865959.39
119,2,1,1,3,705091.68
147,3,3,3,25,1030371.24
131,4,4,3,18,1061843.99
188,3,3,3,7,1201624.33
126,3,3,0,21,739419.21
98,2,2,3,9,734765.1
126,3,3,3,22,893384.93
147,2,1,1,12,668339.08
122,2,1,1,0,729840.24
122,1,1,2,5,694849.99
84,3,4,1,10,608724.51
86,5,5,4,28,701953.73
49,2,2,1,24,341655.95
207,1,1,2,31,1146456.28
57,3,3,2,31,448385.85
85,2,2,1,9,618858.45
84,4,4,3,13,629691.81
164,3,4,1,10,879353.24
105,4,4,1,8,719148.98
182,3,3,0,0,1062558.54
86,3,3,1,14,633237.61
133,3,3,2,2,763709.75
78,3,3,3,14,582790.82
227,3,3,1,36,1208320.08
60,2,2,1,9,467864.45
135,3,3,0,16,822155.12
151,3,4,2,24,884928.41
140,4,4,4,17,862473.53
110,3,3,2,17,639658.18
113,3,3,2,11,757809.18
122,2,2,1,12,662592.16
112,3,4,0,5,728511.51
168,3,3,2,23,1152382.95
230,4,4,2,0,1448567.56
92,4,4,2,24,594466.38
51,1,1,3,0,437988.24
115,4,4,2,24,684569.93
248,1,1,2,11,1741094.91
79,2,3,3,2,680721.22
201,3,4,4,20,1232595.97
203,2,2,1,24,1045171.83
92,3,3,0,10,579563.05
148,1,1,1,22,787911.83
201,2,2,2,0,1194564.34
101,3,2,0,1,697020.27
109,3,3,0,27,604813.59
90,4,4,0,12,672302.86
69,3,3,2,0,556189.87
87,3,4,1,8,583301.12
58,2,3,1,5,394899.77
121,1,1,0,13,676734.72
81,2,3,2,11,506581.42
131,3,3,1,16,866597.47
42,3,3,1,14,326722.09
136,3,3,2,28,859060.98
161,3,3,1,19,940395.73
40,3,4,1,19,340510.98
138,1,1,2,26,759698.49
181,2,3,1,11,1128225.0
59,4,4,2,2,463165.14
203,3,3,1,27,1118367.28
140,4,4,0,16,813919.21
84,2,1,2,16,529359.54
117,5,4,2,8,768468.35
147,2,2,0,8,723760.6
123,1,1,0,23,609324.48
146,5,5,2,24,1073338.36
73,2,2,2,22,491513.84
128,3,3,1,22,790200.43
49,2,2,2,20,356747.72
114,3,3,0,16,698104.85
74,4,4,1,13,536399.16
83,2,3,0,27,530977.61
181,3,3,1,11,1067036.49
174,2,2,0,18,872765.5
150,3,4,1,6,944795.91
65,2,3,1,8,371928.2
104,2,3,1,12,673586.9
180,2,2,0,6,897011.22
127,2,1,1,22,716451.86
235,4,4,2,1,1386943.09
139,2,2,1,15,807682.38
129,2,3,2,16,822362.15
104,3,3,1,0,772956.06
126,2,1,1,10,644368.17
112,3,3,1,17,759477.66
155,5,5,4,19,1082742.41
167,3,3,0,12,936956.12
80,4,4,0,21,592450.39
53,3,4,2,13,437091.64
40,2,3,3,15,420317.47
145,3,3,4,17,878730.28
64,3,3,1,24,431009.55
40,3,3,1,8,385024.71
139,4,4,2,10,1006948.84
244,3,4,1,8,1564602.8
119,4,4,2,11,620447.98
161,3,3,3,29,985552.17
124,3,3,2,20,777010.42
115,3,2,1,3,711989.83
165,2,1,1,8,958104.31
105,5,5,2,18,724270.95
133,3,3,1,5,883033.25
136,1,1,1,7,697677.13
86,2,2,0,28,558265.53
169,3,4,0,8,1127378.32
111,1,1,1,24,573785.28
82,1,1,2,27,449088.87
146,3,3,1,7,918725.08
75,2,2,1,6,453416.21
121,3,3,1,12,727167.97
119,2,3,0,4,787858.36
174,2,2,4,16,1128903.1
143,3,3,3,12,1085435.52
118,3,3,0,18,727809.84
160,2,2,2,28,863628.73
189,2,2,1,23,1049786.01
147,3,4,4,19,964736.04
120,1,1,1,0,692352.8
54,2,2,1,19,375783.03
66,1,1,1,32,353525.21
104,4,4,2,0,756707.29
89,3,3,0,21,504433.99
110,3,3,2,13,674468.84
122,3,3,0,6,748810.21
146,3,2,3,23,754106.49
116,3,3,0,32,729263.77
144,3,3,3,22,774738.06
123,1,1,1,11,735916.56
40,3,3,1,5,325008.53
73,3,3,4,16,576693.48
112,3,3,4,23,812914.52
59,2,2,2,11,503852.22
149,2,2,0,12,854890.79
196,3,4,1,43,925949.58
180,3,3,1,25,1111275.22
109,4,4,1,26,697808.48
194,2,2,1,0,1111179.75
127,3,2,0,7,798618.9
103,3,2,2,15,544554.97
89,4,4,2,4,659344.62
104,3,2,0,31,593392.22
100,3,3,1,29,687738.37
128,3,3,1,9,842831.69
128,3,3,2,32,675865.56
120,5,5,0,14,885212.09
141,1,1,2,40,787331.13
179,1,1,1,16,850810.27
167,4,4,1,20,1014504.85
45,3,3,2,28,398465.28
40,3,3,2,27,311040.95
166,3,3,0,20,1060246.91
51,1,1,1,13,294901.04
108,3,4,4,20,730627.42
61,3,3,0,6,416981.22
40,2,2,3,16,422968.94
147,2,2,2,3,845912.82
157,4,4,2,0,911509.51
91,1,1,1,15,551465.98
40,4,4,1,27,383780.04
92,2,2,3,24,662590.42
139,3,4,1,14,840353.57
46,4,4,0,32,379574.94
129,3,3,2,9,774026.77
119,3,3,0,0,850488.1
148,3,4,2,0,1026044.23
125,2,3,2,3,853553.01
71,2,2,3,23,558884.63
179,5,5,2,8,1185316.52
112,3,3,0,19,618159.61
118,3,3,1,31,749648.83
73,2,2,2,3,515166.59
97,1,1,1,19,612744.97
75,1,2,4,20,580203.48
111,3,3,2,6,763186.25
205,3,3,0,28,1001973.41
51,3,3,3,12,473603.74
40,4,4,0,11,356830.18
193,1,1,0,36,1016108.52
109,2,2,2,20,642892.83
86,2,2,3,24,585776.68
171,3,3,1,28,1019098.43
89,1,1,1,8,514573.63
211,5,5,1,27,1311130.93
153,2,1,1,9,765566.6
95,4,4,1,9,622116.35
227,3,3,1,12,1468214.46
89,5,4,2,8,606766.46
157,3,3,3,23,1089211.26
134,4,3,1,17,899550.9
185,1,2,0,10,988327.02
198,3,4,2,21,1436422.68
121,4,4,2,12,887254.77
82,2,3,3,11,566909.36
142,1,2,0,15,834508.97
86,3,4,0,19,574511.26
220,4,4,1,18,1273618.0
126,3,3,2,11,730154.2
101,3,3,1,23,691478.33
129,2,2,1,12,725549.24
52,1,1,0,8,330286.01
71,4,4,1,0,518738.04
180,1,1,2,24,920404.27
87,3,3,1,15,576585.1
67,4,4,2,17,545943.4
146,2,2,1,25,656150.62
179,3,4,1,10,1066441.57
155,1,1,1,1,821361.06
169,3,3,1,15,1103847.59
82,2,2,0,18,621416.37
48,3,3,2,12,395301.87
195,2,2,2,29,932492.78
103,3,4,1,0,706545.11
107,3,3,0,26,640301.24
186,2,1,4,22,1275794.27
147,3,3,1,19,993361.24
142,2,2,0,0,887460.9
228,3,3,1,27,1316658.57
87,2,1,2,4,594580.83
166,3,3,1,9,1007414.3
122,2,2,1,13,739506.4
133,3,2,1,19,692832.89
196,2,2,0,21,1159262.27
145,3,4,1,23,883050.9
146,2,2,2,23,838679.09
173,4,5,2,17,1022910.55
101,4,4,0,19,624184.37
78,2,2,0,4,516791.87
67,3,3,2,7,438204.12
40,1,1,2,23,298216.35
222,2,2,1,23,1188999.53
64,3,3,1,22,381734.63
108,3,3,0,9,780829.73
106,3,3,1,24,618418.42
135,2,2,0,3,744830.65
160,2,3,2,25,1011682.74
163,2,2,1,12,1070266.37
90,3,3,2,31,516326.29
111,3,3,2,0,683394.85
134,3,3,2,32,750014.26
107,2,2,1,11,702371.43
200,2,2,0,11,1248202.58
144,2,2,4,16,836839.09
156,1,1,2,8,982937.61
153,2,2,2,14,843289.88
178,4,5,0,7,1113662.02
129,4,4,1,7,754109.17
55,3,3,2,19,427290.96
139,3,3,0,5,835011.0
87,1,2,1,7,525897.77
93,4,4,1,1,689088.25
149,1,1,0,9,750720.74
181,4,4,1,28,992494.68
121,3,3,1,6,792832.81
135,2,1,0,7,852115.69
205,4,5,2,16,1253707.68
132,1,1,1,11,773458.34
250,3,3,1,37,1765445.93
148,3,3,3,13,1024316.02
40,2,2,1,18,284505.15
157,3,3,1,24,861874.21
139,3,4,2,24,811578.07
184,3,3,3,17,1309542.8
153,1,2,0,13,879874.17
113,4,5,1,35,759650.3
58,2,2,2,14,431276.22
109,2,2,1,10,594733.79
77,2,2,2,8,604093.89
90,1,1,4,0,659342.73
149,2,1,3,23,952596.45
203,5,5,1,0,1088046.76
139,2,1,1,14,843522.98
60,2,3,4,12,502267.05
142,2,3,1,37,719365.69
179,3,3,1,0,983739.34
89,4,4,2,5,590966.56
113,2,2,1,13,610719.67
120,1,1,1,13,683796.22
80,2,2,3,9,573198.38
152,1,1,0,14,846021.85
113,2,2,0,2,773441.24
140,3,2,1,18,819421.67
75,2,1,2,0,418408.52
98,3,3,0,14,611921.45
156,2,2,1,8,989210.81
101,4,5,2,25,697670.2
206,4,4,2,32,1488231.4
100,3,3,1,11,677179.79
131,2,2,2,28,650792.02
166,2,2,1,11,956815.1
49,3,3,2,5,432538.64
40,3,3,1,32,349829.97
43,3,4,0,20,406677.68
183,4,4,2,15,1193287.57
92,4,4,1,21,655823.52
247,2,1,0,17,1583777.83
91,3,3,1,14,595881.91
129,1,1,2,1,669732.57
197,2,2,1,12,1105658.29
220,3,3,0,21,1341592.48
223,2,2,0,13,1181597.41
180,4,4,1,24,1182452.68
171,2,2,1,18,1040456.86
149,3,3,1,6,806574.73
158,3,4,0,1,1063232.02
92,3,3,1,13,595441.93
79,2,2,2,9,498398.54
119,4,4,2,18,856037.67
111,3,4,3,7,796234.56
97,3,3,0,8,723415.07
154,1,1,4,25,854898.02
167,3,3,1,16,845099.52
124,4,4,4,7,879319.66
193,3,3,1,15,1182740.8
62,4,5,1,28,451804.34
110,3,4,1,17,634003.5
84,2,1,1,20,519340.24
40,1,1,2,7,268844.58
115,2,2,2,25,704368.1
113,3,3,4,38,742208.37
195,3,4,2,7,1210564.5
151,2,2,1,3,787469.57
68,3,3,0,16,519914.79
212,3,3,4,23,1309047.09
181,3,4,1,14,1134296.46
149,2,2,2,4,957266.34
108,2,2,1,13,594803.59
72,2,2,1,20,497819.98
101,1,1,3,10,584756.47
174,2,3,0,21,866793.67
214,1,1,1,26,1373501.37
197,3,3,0,17,1213632.85
95,2,2,2,14,704199.45
64,5,5,0,23,495380.46
127,2,2,0,6,752112.94
40,2,2,1,5,341316.69
136,2,2,1,12,796222.41
112,1,1,1,10,606499.38
96,4,4,0,6,613615.04
40,1,2,4,33,356496.7
145,4,4,4,36,878979.82
93,4,3,1,11,582574.37
61,3,4,2,15,497691.88
40,3,3,1,13,347831.73
118,3,3,1,26,775058.06
208,2,2,1,28,1125398.26
203,3,3,1,0,1141338.93
97,1,1,1,19,575356.6
89,1,1,1,1,508193.16
143,3,4,2,32,821352.26
70,3,3,1,19,467182.37
135,4,4,2,6,871136.31
158,2,2,0,12,1018481.07
181,4,3,1,12,958375.87
114,2,2,1,20,744957.41
109,2,2,1,25,680422.24
76,2,3,2,3,608256.17
78,3,3,2,33,657366.28
108,2,2,1,31,700473.46
138,3,3,2,6,930130.21
165,4,4,3,15,964362.81
79,3,4,2,32,495090.91
194,3,3,0,27,1115750.1
106,4,4,2,11,633856.89
118,3,3,0,23,745481.57
82,3,4,3,44,496694.54
40,2,3,1,16,356050.25
164,4,3,1,8,972315.45
156,3,4,0,16,935378.3
105,2,2,1,17,596512.62
123,2,1,3,9,671285.31
145,4,5,0,19,990546.22
41,1,2,1,2,350873.39
93,5,5,3,8,741545.19
159,2,2,1,22,944500.07
57,3,4,1,0,455302.48
134,2,2,1,24,786747.9
52,3,4,1,0,472025.36
143,4,4,0,0,945188.15
118,3,4,0,10,824921.79
40,3,4,2,17,390045.67
178,1,1,3,28,1020287.21
83,1,2,0,15,462500.09
79,2,2,1,12,492400.42
130,3,3,1,20,841195.25
177,2,2,2,6,902730.08
69,2,1,1,16,480012.88
123,3,3,3,3,831370.98
141,3,4,0,15,796671.08
154,3,3,3,13,903437.1
128,2,2,1,6,807325.26
101,1,2,2,16,610284.33
78,4,4,1,16,643574.8
124,2,2,2,26,657135.34
66,4,4,0,0,495948.39
40,4,4,0,14,366277.63
141,3,3,1,7,812501.59
165,2,3,3,23,1010994.63
40,4,4,2,22,396891.74
69,3,4,1,20,519379.37
150,3,3,1,7,1019088.72
222,2,2,0,23,1149659.45
121,2,2,2,0,775400.72
83,2,2,2,0,535758.18
110,3,3,2,2,757181.58
188,3,2,1,14,1111060.06
87,2,2,4,21,574272.46
80,3,3,3,0,593861.0
95,2,2,2,28,606863.03
72,3,3,1,16,506947.41
126,4,3,2,0,820329.26
201,2,2,1,16,1178955.62
136,2,2,1,25,823012.89
107,2,2,1,20,612882.94
105,3,3,1,25,612682.0
41,3,3,1,1,335793.86
164,4,5,1,10,1027743.24
116,2,1,1,5,613656.92
110,5,5,2,32,763021.39
279,1,2,1,21,1969189.09
134,3,3,0,43,738995.51
82,1,1,1,10,473766.31
98,4,4,3,7,875089.91
177,3,3,2,13,1177375.34
125,3,4,1,28,721023.11
48,4,5,3,11,519210.66
165,2,2,0,16,945217.01
86,1,2,4,15,617397.9
213,4,3,1,15,1470975.84
174,2,1,0,8,969720.19
97,2,3,1,13,627181.45
184,3,3,1,13,1129477.04
123,3,2,1,14,820299.99
162,1,1,2,24,955632.27
144,2,2,2,32,857384.46
77,1,1,1,6,416644.71
87,3,3,1,11,565518.48
171,4,4,0,6,1103913.63
103,5,5,0,16,730342.84
99,3,4,2,9,726540.53
72,2,3,0,17,540381.96
141,4,4,2,26,802576.85
223,3,4,1,0,1518717.68
66,2,2,0,19,410360.14
121,4,3,1,10,838365.83
190,3,2,0,19,1057999.53
116,3,3,1,6,867088.83
142,3,3,2,26,864908.35
66,2,2,1,24,407017.55
141,2,2,0,20,821704.03
110,3,2,2,22,704803.9
169,2,3,0,7,1057770.81
179,3,3,2,8,1106281.63
249,3,4,1,22,1908422.24
148,3,4,1,7,906349.67
136,3,2,3,29,854634.19
129,3,3,2,11,774199.1
102,4,3,0,20,659489.02
136,3,4,1,35,827518.84
105,2,2,3,7,735686.48
128,2,1,0,15,726383.45
185,2,2,1,25,972616.62
69,2,2,2,24,426625.26
176,2,3,2,11,997630.71
185,2,2,2,9,1158439.38
114,3,4,2,12,833625.07
40,4,4,2,29,374181.83
89,2,1,2,12,519666.43
184,3,4,2,15,1090372.96
118,3,2,1,10,852153.26
70,1,2,1,22,466524.33
94,4,4,2,16,695343.57
162,3,2,3,4,1108248.22
147,2,2,1,5,968799.1
108,3,4,1,0,658133.76
101,2,3,3,6,693543.96
100,3,3,1,22,610056.35
73,1,1,0,28,427163.41
200,4,4,2,21,1203723.34
103,3,3,4,20,784773.63
180,3,3,2,13,1022292.92
196,2,2,2,22,1217402.51
169,3,4,1,17,998928.34
98,3,3,3,33,718311.06
140,3,4,1,14,946626.5
118,3,3,3,28,858297.44
74,3,3,1,23,520091.9
136,4,5,0,22,907846.69
61,3,3,1,0,541183.11
179,4,5,1,24,1123334.06
96,4,5,2,13,654902.47
130,3,3,4,10,931513.21
134,2,2,2,0,817554.35
107,3,2,3,14,600186.17
149,4,3,1,15,946225.86
96,2,2,2,1,634365.19
163,3,3,2,0,1092513.42
52,4,4,2,19,424406.62
126,2,2,1,23,642506.33
216,3,3,2,16,1322610.28
69,2,2,2,26,469868.87
86,2,1,1,14,532971.01
145,3,2,2,14,875447.95
128,1,1,4,5,747605.26
137,2,2,1,0,810887.04
144,4,4,2,33,865679.57
151,2,2,2,26,940317.26
175,5,5,2,1,1162745.49
140,5,5,1,16,895628.37
107,2,2,3,13,819864.72
153,1,2,1,12,843456.13
214,3,4,0,10,1338161.98
113,3,3,2,18,713345.27
71,2,2,2,23,531896.58
175,3,3,2,19,1038667.67
113,1,1,0,13,636371.93
40,4,5,0,13,381186.4
162,2,2,3,24,994390.81
93,2,3,0,19,626342.87
115,2,2,2,15,750036.42
136,5,5,2,14,916052.93
129,3,3,2,18,912293.12
155,4,3,0,10,1000299.33
98,2,2,2,23,584274.51
145,2,2,3,4,821964.65
107,2,1,1,10,618751.29
156,3,4,1,21,964368.89
150,3,3,1,3,959238.96
73,3,3,0,0,576540.13
174,2,2,3,15,960339.23
93,4,4,3,0,714002.0
160,2,3,4,2,934773.82
138,5,5,1,22,800927.77
211,1,1,2,12,1135930.3
108,3,3,1,27,689135.75
102,2,2,2,2,697544.49
119,3,4,2,14,715277.91
104,3,3,3,18,685544.06
159,3,3,2,3,836602.6
40,3,4,3,25,424659.36
67,3,3,3,20,513078.74
66,3,3,3,0,645834.23
167,4,5,0,14,1052407.61
205,2,2,2,18,1151980.11
114,3,4,2,9,717699.88
111,3,3,1,0,638309.13
123,2,3,0,17,645218.15
178,3,4,2,37,983011.61
73,2,2,1,11,456466.44
131,2,2,1,30,685449.36
168,2,2,2,7,1009049.14
145,2,2,3,17,941712.26
129,3,3,2,22,767757.6
170,3,2,1,14,1136335.19
40,5,5,1,12,363030.42
153,3,4,1,22,921266.9
87,1,1,1,33,477010.34
40,4,4,0,18,347007.65
145,4,4,4,9,945603.25
188,3,3,1,13,1089892.82
113,3,3,0,40,648092.13
167,5,5,1,16,1018051.02
200,3,4,1,9,1049784.0
185,4,5,1,3,992863.48
201,1,1,0,0,1068749.04
157,2,1,4,18,932022.52
123,3,3,1,21,741622.62
40,3,3,0,11,335558.52
107,4,4,0,14,674572.67
77,5,5,1,3,609956.1
228,2,2,0,16,1255955.51
111,1,1,0,19,686051.43
126,4,4,1,9,768941.08
147,3,3,2,31,847575.87
122,2,2,0,6,679251.86
204,3,4,1,17,1124670.78
88,3,4,1,23,591664.07
129,3,3,0,14,772628.76
82,3,3,1,13,539897.8
53,2,2,0,0,376268.94
89,5,4,0,28,577700.34
118,3,3,1,13,764298.23
98,3,3,1,20,733581.71
85,2,2,0,21,477561.52
49,3,3,1,8,415701.37
115,2,2,3,13,763234.69
44,2,3,2,28,361347.2
158,3,3,2,3,1024599.01
124,2,2,3,36,783669.86
47,3,2,4,7,463020.27
104,2,1,2,3,627891.21
82,3,3,2,16,536056.61
135,2,2,1,37,748654.4
187,1,1,0,0,915177.55
40,2,2,2,13,314798.45
125,4,4,4,19,964998.06
111,4,4,1,15,743312.22
153,2,2,2,18,951414.88
130,3,3,1,7,904674.14
82,3,3,1,9,558477.03
104,5,5,1,13,752781.98
80,2,2,1,3,517689.66
173,3,3,1,14,948081.42
121,1,2,2,11,663723.38
215,2,3,3,10,1430385.72
116,5,4,3,18,862153.27
84,3,4,1,0,694375.59
44,2,1,3,12,422483.55
40,2,3,1,38,275860.37
40,3,3,1,4,388470.76
133,3,3,2,27,789743.31
145,2,1,1,15,902569.37
40,5,5,0,8,396931.53
164,1,1,1,1,841167.74
95,2,3,2,16,576785.19
127,4,4,1,29,749049.95
200,2,2,2,11,1057305.97
164,2,2,2,14,905527.58
106,3,3,2,25,723932.7
75,4,3,3,18,695359.59
40,2,1,1,0,285947.15
84,4,4,0,15,646885.11
109,3,3,1,30,644395.08
70,2,1,1,14,461495.94
113,3,3,2,0,650751.24
123,2,2,0,18,737681.34
108,3,4,1,13,592320.17
87,3,3,2,0,635571.18
128,5,5,2,0,913419.53
142,2,2,2,24,836591.22
65,3,3,2,7,470132.99
190,3,2,2,5,1161407.87
115,2,2,2,14,726025.71
120,2,1,1,8,696108.27
155,1,1,4,16,986308.15
131,3,3,1,12,800827.8
167,3,3,1,3,1042823.32
134,2,2,1,9,783529.32
89,4,4,2,19,647534.47
138,4,4,3,15,985834.11
62,3,3,0,14,429866.15
125,2,3,0,34,639016.79
